sA,sB,bA,bB,pA,pB,c
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Phif_p1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Phif_p2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Phif_p3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Psra_r1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Qacr_q1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Qacr_q2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Srpr_s1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Srpr_s2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Srpr_s3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Litr_l1,Srpr_s4,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Amer_f1,true
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Amtr_a1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Beti_e1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Bm3r1_b1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Bm3r1_b2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Bm3r1_b3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Hiyiir_h1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Lcara_i1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Litr_l1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Lmra_n1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Phif_p1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Phif_p2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Phif_p3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Psra_r1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Qacr_q1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Qacr_q2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Srpr_s1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Srpr_s2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Srpr_s3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Litr_l1,Srpr_s4,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Amer_f1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Amtr_a1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Beti_e1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Bm3r1_b1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Bm3r1_b2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Bm3r1_b3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Hiyiir_h1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Lcara_i1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Litr_l1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Lmra_n1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Phif_p1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Phif_p2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Phif_p3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Psra_r1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Qacr_q1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Qacr_q2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Srpr_s1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Srpr_s2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Srpr_s3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Litr_l1,Srpr_s4,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Amer_f1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Amtr_a1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Beti_e1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Bm3r1_b1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Bm3r1_b2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Bm3r1_b3,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Hiyiir_h1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Lcara_i1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Litr_l1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Lmra_n1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Phif_p1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Phif_p2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Phif_p3,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Psra_r1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Qacr_q1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Qacr_q2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Srpr_s1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Srpr_s2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Srpr_s3,false
CC118Lpir,KT2440,pSeva231,pSeva231,Litr_l1,Srpr_s4,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Amer_f1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Amtr_a1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Beti_e1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Bm3r1_b1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Bm3r1_b2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Bm3r1_b3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Hiyiir_h1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Lcara_i1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Litr_l1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Lmra_n1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Phif_p1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Phif_p2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Phif_p3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Psra_r1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Qacr_q1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Qacr_q2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Srpr_s1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Srpr_s2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Srpr_s3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Litr_l1,Srpr_s4,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Amer_f1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Amtr_a1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Beti_e1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Bm3r1_b2,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Bm3r1_b3,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Hiyiir_h1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Lcara_i1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Litr_l1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Lmra_n1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Phif_p1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Phif_p2,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Psra_r1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Qacr_q1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Srpr_s1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Litr_l1,Srpr_s4,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Amer_f1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Amtr_a1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Beti_e1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Bm3r1_b1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Bm3r1_b2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Bm3r1_b3,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Hiyiir_h1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Lcara_i1,true
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Litr_l1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Lmra_n1,true
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Phif_p1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Phif_p2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Phif_p3,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Psra_r1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Qacr_q1,true
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Qacr_q2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Srpr_s1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Srpr_s2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Srpr_s3,true
CC118Lpir,KT2440,pSeva231,pSeva221,Lmra_n1,Srpr_s4,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Amer_f1,true
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Amtr_a1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Beti_e1,true
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Bm3r1_b1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Bm3r1_b2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Bm3r1_b3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Hiyiir_h1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Lcara_i1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Litr_l1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Lmra_n1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Phif_p1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Phif_p2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Phif_p3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Psra_r1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Qacr_q1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Qacr_q2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Srpr_s1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Srpr_s2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Srpr_s3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Lmra_n1,Srpr_s4,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Amer_f1,true
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Amtr_a1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Beti_e1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Bm3r1_b1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Bm3r1_b2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Bm3r1_b3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Hiyiir_h1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Lcara_i1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Litr_l1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Lmra_n1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Phif_p1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Phif_p2,true
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Phif_p3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Psra_r1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Qacr_q1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Qacr_q2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Srpr_s1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Srpr_s2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Srpr_s3,true
CC118Lpir,DH5alpha,pSeva231,pSeva221,Lmra_n1,Srpr_s4,true
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Amer_f1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Amtr_a1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Beti_e1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Bm3r1_b1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Bm3r1_b2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Bm3r1_b3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Hiyiir_h1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Lcara_i1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Litr_l1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Lmra_n1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Phif_p1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Phif_p2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Phif_p3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Psra_r1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Qacr_q1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Qacr_q2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Srpr_s1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Srpr_s2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Srpr_s3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Lmra_n1,Srpr_s4,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Amer_f1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Amtr_a1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Beti_e1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Bm3r1_b1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Bm3r1_b2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Bm3r1_b3,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Hiyiir_h1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Lcara_i1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Litr_l1,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Lmra_n1,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Phif_p1,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Phif_p2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Phif_p3,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Psra_r1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Qacr_q1,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Qacr_q2,false
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Srpr_s1,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Srpr_s2,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Srpr_s3,true
CC118Lpir,KT2440,pSeva231,pSeva231,Lmra_n1,Srpr_s4,true
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Amer_f1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Amtr_a1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Beti_e1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Bm3r1_b1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Bm3r1_b2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Bm3r1_b3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Hiyiir_h1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Lcara_i1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Litr_l1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Lmra_n1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Phif_p1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Phif_p2,true
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Phif_p3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Psra_r1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Qacr_q1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Qacr_q2,true
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Srpr_s1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Srpr_s2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Srpr_s3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva231,Lmra_n1,Srpr_s4,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Amer_f1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Amtr_a1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Beti_e1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Bm3r1_b2,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Bm3r1_b3,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Hiyiir_h1,true
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Lcara_i1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Litr_l1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Lmra_n1,true
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Phif_p1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Phif_p2,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Psra_r1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Qacr_q1,false
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Srpr_s1,true
CC118Lpir,KT2440,pSeva231,pSeva251,Lmra_n1,Srpr_s4,true
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Amer_f1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Amtr_a1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Beti_e1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Bm3r1_b1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Bm3r1_b2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Bm3r1_b3,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Hiyiir_h1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Lcara_i1,true
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Litr_l1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Lmra_n1,true
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Phif_p1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Phif_p2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Phif_p3,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Psra_r1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Qacr_q1,true
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Qacr_q2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Srpr_s1,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Srpr_s2,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Srpr_s3,false
CC118Lpir,KT2440,pSeva231,pSeva221,Phif_p1,Srpr_s4,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Amer_f1,true
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Amtr_a1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Beti_e1,true
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Bm3r1_b1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Bm3r1_b2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Bm3r1_b3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Hiyiir_h1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Lcara_i1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Litr_l1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Lmra_n1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Phif_p1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Phif_p2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Phif_p3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Psra_r1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Qacr_q1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Qacr_q2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Srpr_s1,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Srpr_s2,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Srpr_s3,false
CC118Lpir,DH5alpha,pSeva231,pAN,Phif_p1,Srpr_s4,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Amer_f1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Amtr_a1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Beti_e1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Bm3r1_b1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Bm3r1_b2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Bm3r1_b3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Hiyiir_h1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Lcara_i1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Litr_l1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Lmra_n1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Phif_p1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Phif_p2,true
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Phif_p3,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Psra_r1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Qacr_q1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Qacr_q2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Srpr_s1,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Srpr_s2,false
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Srpr_s3,true
CC118Lpir,DH5alpha,pSeva231,pSeva221,Phif_p1,Srpr_s4,true
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Amer_f1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Amtr_a1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Beti_e1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Bm3r1_b1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Bm3r1_b2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Bm3r1_b3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Hiyiir_h1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Lcara_i1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Litr_l1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Lmra_n1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Phif_p1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Phif_p2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Phif_p3,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Psra_r1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Qacr_q1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Qacr_q2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Srpr_s1,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Srpr_s2,false
CC118Lpir,CC118Lpir,pSeva231,pSeva221,Phif_p1,Srpr_s3,false
